313369,342473
313369,13649
313369,6477
399170,949
399170,298
399170,414063
399170,9654
399170,430040
137106,1924
137106,1452
137106,8536
137106,9531
137106,9738
194,49519
194,10999
194,10204
194,8195
194,283227
391713,398818
391713,376867
391713,84892
391713,9813
391713,437557
787,1620
787,2501
787,101
787,390043
787,156022
10625,272693
10625,89185
10625,449176
10625,37725
10625,511785
18360,1593
18360,181533
18360,863
18360,44826
18360,38055
262391,112160
262391,89492
262391,2062
262391,13
262391,194
400579,433
400579,425
400579,277216
400579,111
400579,82702
77338,489
77338,13
77338,862
77338,19913
77338,68718
399796,325133
399796,440021
399796,49519
399796,8277
399796,10760
140300,9502
140300,808
140300,10140
140300,10191
140300,809
10192,808
10192,809
10192,810
10192,10882
10192,14442
225886,87567
225886,376659
225886,11224
225886,38
225886,49519
57800,425
57800,17610
57800,30505
57800,18905
57800,10567
227159,8067
227159,562
227159,483
227159,769
227159,10193
523849,578
523849,345940
523849,17692
523849,580
523849,8914
8355,351286
8355,88751
8355,135397
8355,105864
8355,15997
490004,357096
490004,141733
490004,281957
490004,381288
490004,238636
122906,13
122906,118
122906,137106
122906,394117
122906,509
4247,238636
4247,106646
4247,22705
4247,169917
4247,273481
82702,10191
82702,425
82702,10054
82702,476926
82702,400579
376659,22152
376659,225886
376659,179144
376659,87567
376659,325133
10527,9904
10527,9732
10527,363676
10527,11430
10527,8393
112160,449176
112160,14
112160,117486
112160,17130
112160,53932
2770,17899
2770,106646
2770,4247
2770,376659
2770,86838
271718,376659
271718,510
271718,23830
271718,10312
271718,325133
224141,10882
224141,808
224141,809
224141,321612
224141,11224
474335,2300
474335,13260
474335,489593
474335,376808
474335,66894
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
324849,1924
324849,141052
324849,1452
324849,8536
324849,9531
301337,605
301337,604
301337,500664
301337,335984
301337,78
4523,10882
4523,10020
4523,224141
4523,408
4523,808
223702,376659
223702,325133
223702,9986
223702,195589
223702,86838
214756,10193
214756,250546
214756,72105
214756,11187
214756,11249
4327,11841
4327,9461
4327,24
4327,9502
4327,605
370567,1934
370567,10705
370567,91745
370567,297708
370567,10688
320846,492336
320846,578
320846,637
320846,384521
320846,126889
256961,324668
256961,298
256961,9029
256961,1593
256961,18785
1824,1903
1824,38
1824,77
1824,346685
1824,384677
261392,77
261392,383538
261392,18785
261392,324668
261392,156022
290250,2275
290250,4771
290250,169917
290250,395990
290250,807
8584,808
8584,809
8584,281957
8584,37430
8584,10020
138832,4771
138832,339692
138832,273481
138832,429733
138832,979
9486,954
9486,955
9486,37724
9486,343668
9486,47971
364689,920
364689,2503
364689,6477
364689,25475
364689,9986
49519,425
49519,387592
49519,98
49519,93456
49519,278154
89492,13
89492,112160
89492,400579
89492,225886
89492,122906
46195,9325
46195,278927
46195,172385
46195,15969
46195,872
13053,9325
13053,11886
13053,927
13053,10948
13053,2698
203801,27576
203801,691
203801,37724
203801,206647
203801,954
37735,14671
37735,449176
37735,10625
37735,37725
37735,272693
810,10191
810,809
810,808
810,10882
810,71805
511785,449176
511785,400547
511785,376867
511785,184352
511785,398818
16996,10625
16996,272693
16996,449176
16996,37725
16996,511785
95610,400579
95610,11631
95610,437557
95610,297762
95610,634
37834,954
37834,37724
37834,206647
37834,2502
37834,47971
41630,55721
41630,13
41630,862
41630,200727
41630,137106
11688,810
11688,10144
11688,10882
11688,809
11688,150689
114150,254470
114150,440021
114150,460019
114150,55721
114150,6477
337170,254904
337170,137094
337170,954
337170,955
337170,429351
171274,8966
171274,769
171274,454983
171274,449176
171274,222935
22538,359784
22538,16129
22538,9958
22538,49332
22538,35161
50544,38
50544,862
50544,19913
50544,1903
50544,1259
35,13
35,122906
35,398818
35,265177
35,5915
210860,281957
210860,336843
210860,101299
210860,10140
210860,2454
5966,1581
5966,6557
5966,11931
5966,8976
5966,35558
4256,40264
4256,5060
4256,4258
4256,3034
4256,351819
272693,286565
272693,449176
272693,308369
272693,1259
272693,9880
489925,376660
489925,2105
489925,449176
489925,112160
489925,76726
80321,10527
80321,270946
80321,10258
80321,9836
80321,58224
72105,862
72105,19913
72105,1024
72105,50544
72105,38
137116,585
137116,20352
137116,62211
137116,150540
137116,1124
62213,76492
62213,321612
62213,400155
62213,49017
62213,159824
50646,8390
50646,1656
50646,111969
50646,63492
50646,12556
446894,8989
446894,487283
446894,413644
446894,38006
446894,526224
418827,53932
418827,405817
418827,345
418827,10068
418827,28468
136799,122
136799,109445
136799,32685
136799,60304
136799,35614
187017,10625
187017,272693
187017,449176
187017,37725
187017,511785
116149,10140
116149,278927
116149,34584
116149,281957
116149,11224
71552,1440
71552,787
71552,843
71552,14
71552,112160
463053,364689
463053,62211
463053,1267
463053,188222
463053,376660
353616,254470
353616,114150
353616,335797
353616,354912
353616,419478
249635,228150
249635,49017
249635,395991
249635,122
249635,9502
11024,10528
11024,268896
11024,293167
11024,189
11024,245891
274167,49519
274167,8272
274167,93456
274167,225886
274167,376659
387592,425
387592,49519
387592,278154
387592,22881
387592,13680
634,10735
634,1581
634,258480
634,118
634,772
339404,585
339404,272
339404,1124
339404,105
339404,920
27022,808
27022,34584
27022,10882
27022,159824
27022,671
6957,10995
6957,112160
6957,10246
6957,2770
6957,106646
1597,1979
1597,956
1597,760
1597,74
1597,65057
310,604
310,9946
310,311
310,6557
310,335778
196867,11224
196867,150689
196867,9325
196867,407655
196867,224141
340022,562
340022,1571
340022,2502
340022,27576
340022,9331
296099,11153
296099,135397
296099,19908
296099,329
296099,2163
542436,11931
542436,12620
542436,9557
542436,26602
542436,2210
4638,4771
4638,1949
4638,75780
4638,1696
4638,984
8273,10330
8273,6557
8273,425
8273,50124
8273,10054
51540,557
51540,45269
51540,340837
51540,398181
51540,7485
342473,10545
342473,20352
342473,9325
342473,11224
342473,407655
518452,437557
518452,11631
518452,297762
518452,273153
518452,258480
153518,338970
153518,810
153518,5689
153518,9986
153518,9488
371638,8966
371638,424
371638,769
371638,454983
371638,449176
228326,354912
228326,8068
228326,454683
228326,104532
228326,41089
65057,1597
65057,12634
65057,11846
65057,352501
65057,3309
22794,1593
22794,411
22794,105
22794,2454
22794,2062
87567,225886
87567,13
87567,93456
87567,150117
87567,122906
2018,6557
2018,712
2018,50124
2018,24
2018,222935
425148,11565
425148,341013
425148,136400
425148,257088
425148,12153
82693,286565
82693,272693
82693,417678
82693,109689
82693,8966
50022,4771
50022,11423
50022,75780
50022,26390
50022,9104
120467,539
120467,97630
120467,311
120467,132344
120467,843
508,1581
508,634
508,6637
508,7461
508,9414
11283,674
11283,425
11283,120
11283,675
11283,7980
433310,105
433310,673
433310,127585
433310,383498
433310,283366
38055,9806
38055,809
38055,127380
38055,787
38055,1927
9880,449176
9880,286565
9880,272693
9880,50479
9880,674
168530,10587
168530,10157
168530,323675
168530,11825
168530,9737
100042,13
100042,920
100042,862
100042,19913
100042,77338
10661,612
10661,399248
10661,8885
10661,433627
10661,117486
277547,1259
277547,24420
277547,862
277547,13
277547,38
11172,278154
11172,335797
11172,384677
11172,316029
11172,1824
109451,2062
109451,3034
109451,320846
109451,9738
109451,384521
41154,348
41154,126889
41154,602
41154,20424
41154,49849
238713,954
238713,955
238713,27576
238713,817
238713,302699
136400,272
136400,1924
136400,155
136400,1724
136400,297762
14306,281957
14306,336843
14306,101299
14306,10140
14306,2454
50546,1259
50546,24420
50546,38
50546,225886
50546,122906
329833,350
329833,400617
329833,4564
329833,9398
329833,11674
747,72190
747,19908
747,170
747,336843
747,294254
252838,6557
252838,712
252838,50124
252838,24
252838,455207
76493,1523
76493,402897
76493,914
76493,6106
76493,9355
44896,298
44896,324668
44896,524
44896,8065
44896,3179
4248,22705
4248,106646
4248,10246
4248,4247
4248,112160
77930,394117
77930,769
77930,264660
77930,278154
77930,314365
402897,419430
402897,14
402897,310307
402897,181283
402897,300671
10189,11282
10189,13342
10189,11455
10189,883
10189,8386
7443,107846
7443,1368
7443,1701
7443,1635
7443,533
59436,8966
59436,333339
59436,10140
59436,2454
59436,350
308531,1924
308531,1724
308531,297762
308531,98566
308531,49521
52449,400547
52449,406997
52449,37735
52449,13342
52449,437670
228967,137094
228967,954
228967,955
228967,254904
228967,47964
693,93456
693,49519
693,394117
693,433
693,8346
257445,767
257445,671
257445,674
257445,68728
257445,12444
64688,75780
64688,187017
64688,1422
64688,807
64688,90
291870,50124
291870,6557
291870,24
291870,712
291870,10330
378236,416494
378236,339988
378236,489925
378236,328387
378236,212778
375107,9598
375107,11571
375107,453191
375107,10715
375107,31518
286554,772
286554,634
286554,258480
286554,8871
286554,927
10204,707
10204,657
10204,253
10204,954
10204,646
10555,127380
10555,109445
10555,62177
10555,578
10555,297762
452773,121734
452773,9598
452773,82703
452773,10345
452773,9447
302699,954
302699,27576
302699,955
302699,206647
302699,207703
338768,400579
338768,302946
338768,380
338768,19265
338768,4104
10201,8467
10201,65851
10201,59861
10201,9448
10201,26275
13649,10947
13649,11887
13649,449176
13649,313369
13649,286565
1267,87101
1267,673
1267,62211
1267,605
1267,604
59962,862
59962,19913
59962,50544
59962,13
59962,38
507143,10625
507143,272693
507143,89185
507143,449176
507143,4951
11430,150689
11430,10527
11430,810
11430,9732
11430,2270
6477,920
6477,10191
6477,364689
6477,525
6477,6575
332210,400579
332210,95610
332210,381283
332210,447332
332210,475210
3981,11631
3981,437557
3981,297762
3981,394117
3981,634
474125,978
474125,71676
474125,437543
474125,9746
474125,591
4258,957
4258,808
4258,813
4258,185
4258,181808
10947,11887
10947,13649
10947,313369
10947,74018
10947,449176
34544,5353
34544,857
34544,9654
34544,10782
34544,616
11887,10947
11887,13649
11887,2105
11887,449176
11887,786
7453,299687
7453,101299
7453,336843
7453,126889
7453,44826
9928,198184
9928,2048
9928,91314
9928,87101
9928,157336
19908,336843
19908,72190
19908,294254
19908,280
19908,426814
10330,11631
10330,10625
10330,50124
10330,6557
10330,24
503314,330459
503314,1891
503314,1894
503314,1892
503314,181808
9471,954
9471,955
9471,956
9471,646
9471,668
594,9738
594,1213
594,639
594,760
594,11260
9982,348
9982,601
9982,607
9982,608
9982,602
62764,58595
62764,290595
62764,10140
62764,10882
62764,408
258509,335797
258509,260514
258509,10140
258509,10193
258509,9325
9023,326359
9023,13933
9023,145316
9023,13246
9023,17704
138697,106646
138697,4247
138697,112160
138697,979
138697,4995
370755,9598
370755,25196
370755,157847
370755,10345
370755,11228
5559,813
5559,363676
5559,744
5559,676
5559,325133
274479,360814
274479,424
274479,376290
274479,297762
274479,316029
436931,81
436931,260513
436931,420814
436931,372058
436931,129
9870,271718
9870,652
9870,1824
9870,11544
9870,10860
407655,15157
407655,342473
407655,150689
407655,11224
407655,224141
11774,44826
11774,2268
11774,32657
11774,411
11774,101299
39513,602
39513,20424
39513,49849
39513,348
39513,137113
10096,772
10096,258480
10096,1572
10096,9671
10096,2288
369192,769
369192,396371
369192,389015
369192,319888
369192,424
2899,12445
2899,674
2899,767
2899,259316
2899,284052
12153,8961
12153,1572
12153,96
12153,562
12153,1422
58233,954
58233,206647
58233,207703
58233,37724
58233,47971
325133,17899
325133,195589
325133,376659
325133,179144
325133,12620
9339,1597
9339,924
9339,2044
9339,264644
9339,82703
